MatchID,homeTeamID,awayTeamID,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A
1521,2,43,15/08/2009,Aston Villa,Wigan Athletic,0,2,A,0,1,A,M Clattenburg,11,14,5,7,15,14,4,6,2,2,0,0,1.67,3.6,5.5
1522,4,25,15/08/2009,Blackburn Rovers,Manchester City,0,2,A,0,1,A,M Dean,17,8,9,5,12,9,5,4,2,1,0,0,3.6,3.25,2.1
1523,6,37,15/08/2009,Bolton Wanderers,Sunderland,0,1,A,0,1,A,A Marriner,11,20,3,13,16,10,4,7,2,1,0,0,2.25,3.25,3.25
1524,13,19,15/08/2009,Chelsea,Hull City,2,1,H,1,1,D,A Wiley,26,7,12,3,13,15,12,4,1,2,0,0,1.17,6.5,21.0
1525,16,1,15/08/2009,Everton,Arsenal,1,6,A,0,3,A,M Halsey,8,15,5,9,11,13,4,9,0,0,0,0,3.2,3.25,2.3
1526,31,17,15/08/2009,Portsmouth,Fulham,0,1,A,0,1,A,M Atkinson,16,9,4,3,11,18,6,4,3,2,0,0,2.63,3.2,2.75
1527,36,10,15/08/2009,Stoke City,Burnley,2,0,H,2,0,H,S Bennett,12,9,5,5,15,10,3,6,2,2,0,0,1.91,3.3,4.33
1528,44,42,15/08/2009,Wolverhampton Wanderers,West Ham United,0,2,A,0,1,A,C Foy,19,16,11,13,9,5,8,6,0,0,0,0,2.63,3.3,2.7
1529,26,3,16/08/2009,Manchester United,Birmingham,1,0,H,1,0,H,L Mason,26,6,17,4,13,7,13,2,1,1,0,0,1.2,6.0,17.0
1530,39,23,16/08/2009,Tottenham Hotspur,Liverpool,2,1,H,1,0,H,P Dowd,17,6,11,3,14,16,6,5,3,3,0,0,3.2,3.25,2.3
1531,37,13,18/08/2009,Sunderland,Chelsea,1,3,A,1,0,H,S Bennett,4,20,3,9,14,10,1,14,2,2,0,0,6.5,4.0,1.53
1532,43,44,18/08/2009,Wigan Athletic,Wolverhampton Wanderers,0,1,A,0,1,A,M Jones,18,9,5,3,8,21,4,4,0,3,0,0,1.73,3.6,5.25
1533,3,31,19/08/2009,Birmingham,Portsmouth,1,0,H,0,0,D,L Probert,9,9,5,4,11,20,4,5,0,5,0,0,2.0,3.3,4.0
1534,10,26,19/08/2009,Burnley,Manchester United,1,0,H,1,0,H,A Wiley,8,18,2,9,8,12,1,12,2,1,0,0,9.5,5.0,1.33
1535,19,39,19/08/2009,Hull City,Tottenham Hotspur,1,5,A,1,3,A,C Foy,9,18,7,12,23,13,6,5,3,2,0,0,3.75,3.5,2.0
1536,23,36,19/08/2009,Liverpool,Stoke City,4,0,H,2,0,H,P Walton,18,6,13,3,10,9,11,5,0,1,0,0,1.25,5.5,13.0
1537,1,31,22/08/2009,Arsenal,Portsmouth,4,1,H,2,1,H,S Bennett,19,9,16,4,9,10,8,4,1,0,0,0,1.17,7.0,19.0
1538,3,36,22/08/2009,Birmingham,Stoke City,0,0,D,0,0,D,C Foy,8,13,6,3,8,13,3,3,0,3,0,0,2.3,3.2,3.25
1539,19,6,22/08/2009,Hull City,Bolton Wanderers,1,0,H,0,0,D,M Jones,12,20,5,10,19,19,4,12,3,2,0,0,2.6,3.25,2.8
1540,25,44,22/08/2009,Manchester City,Wolverhampton Wanderers,1,0,H,1,0,H,L Mason,16,10,11,2,7,11,5,6,0,1,0,0,1.33,4.5,12.0
1541,37,4,22/08/2009,Sunderland,Blackburn Rovers,2,1,H,1,1,D,A Wiley,8,18,5,5,12,14,0,10,2,1,0,0,2.1,3.25,3.75
1542,43,26,22/08/2009,Wigan Athletic,Manchester United,0,5,A,0,0,D,H Webb,16,16,7,13,11,8,3,5,2,2,0,0,6.5,4.0,1.53
1543,10,16,23/08/2009,Burnley,Everton,1,0,H,1,0,H,P Dowd,8,17,4,11,11,13,3,7,1,0,0,0,3.4,3.3,2.2
1544,17,13,23/08/2009,Fulham,Chelsea,0,2,A,0,1,A,A Marriner,4,12,1,4,11,10,4,7,0,0,0,0,6.5,3.8,1.57
1545,42,39,23/08/2009,West Ham United,Tottenham Hotspur,1,2,A,0,0,D,M Clattenburg,17,17,8,10,13,11,4,8,2,1,0,0,3.1,3.25,2.38
1546,23,2,24/08/2009,Liverpool,Aston Villa,1,3,A,0,2,A,M Atkinson,21,7,12,4,15,11,10,4,3,2,0,0,1.44,4.2,8.0
1547,4,42,29/08/2009,Blackburn Rovers,West Ham United,0,0,D,0,0,D,P Dowd,19,11,9,5,13,18,5,2,1,3,0,0,2.2,3.3,3.5
1548,6,23,29/08/2009,Bolton Wanderers,Liverpool,2,3,A,1,1,D,A Wiley,8,26,5,14,14,7,5,11,3,1,1,0,7.0,4.0,1.53
1549,13,10,29/08/2009,Chelsea,Burnley,3,0,H,1,0,H,M Clattenburg,27,3,17,0,7,5,10,1,0,1,0,0,1.14,8.0,21.0
1550,26,1,29/08/2009,Manchester United,Arsenal,2,1,H,0,1,A,M Dean,10,9,4,3,21,15,6,5,3,6,0,0,2.2,3.3,3.5
1551,36,37,29/08/2009,Stoke City,Sunderland,1,0,H,1,0,H,M Jones,13,9,7,6,9,8,10,10,0,2,0,0,2.38,3.25,3.2
1552,39,3,29/08/2009,Tottenham Hotspur,Birmingham,2,1,H,0,0,D,P Walton,20,11,14,6,12,10,7,3,2,2,0,0,1.36,4.75,9.0
1553,44,19,29/08/2009,Wolverhampton Wanderers,Hull City,1,1,D,0,1,A,S Attwell,24,5,17,4,11,15,8,2,0,2,0,0,2.1,3.3,3.6
1554,2,17,30/08/2009,Aston Villa,Fulham,2,0,H,1,0,H,S Bennett,9,6,4,3,9,9,9,4,1,2,0,0,1.73,3.6,5.25
1555,16,43,30/08/2009,Everton,Wigan Athletic,2,1,H,0,0,D,L Probert,26,12,14,7,11,24,12,5,1,5,0,0,1.73,3.6,5.25
1556,31,25,30/08/2009,Portsmouth,Manchester City,0,1,A,0,1,A,H Webb,11,12,6,8,12,7,3,11,2,1,0,0,6.5,3.8,1.57
1557,4,44,12/09/2009,Blackburn Rovers,Wolverhampton Wanderers,3,1,H,1,0,H,S Bennett,13,9,10,5,13,16,10,6,1,2,0,0,1.83,3.5,4.5
1558,23,10,12/09/2009,Liverpool,Burnley,4,0,H,2,0,H,L Mason,27,6,16,3,8,10,7,5,0,2,0,0,1.2,6.5,15.0
1559,25,1,12/09/2009,Manchester City,Arsenal,4,2,H,1,0,H,M Clattenburg,10,19,6,9,13,12,3,12,3,2,0,0,2.88,3.25,2.5
1560,31,6,12/09/2009,Portsmouth,Bolton Wanderers,2,3,A,1,2,A,C Foy,21,14,11,6,17,17,7,5,2,0,0,0,2.6,3.2,2.8
1561,36,13,12/09/2009,Stoke City,Chelsea,1,2,A,1,1,D,M Dean,4,18,2,10,13,11,4,14,3,3,0,0,9.0,4.5,1.4
