MatchID,homeTeamID,awayTeamID,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A
2314,36,23,10/09/2011,Stoke,Liverpool,1,0,H,1,0,H,M Clattenburg,3,20,1,11,12,13,2,12,0,1,0,0,3.25,3.3,2.25
2315,37,13,10/09/2011,Sunderland,Chelsea,1,2,A,0,1,A,L Probert,14,16,7,8,7,3,4,7,1,1,0,0,5.0,3.75,1.7
2316,44,39,10/09/2011,Wolves,Tottenham,0,2,A,0,0,D,P Walton,10,17,6,11,5,12,4,10,3,2,0,0,3.0,3.25,2.4
2317,17,4,11/09/2011,Fulham,Blackburn,1,1,D,1,1,D,H Webb,13,10,8,5,7,12,11,2,3,1,0,0,1.67,3.6,5.5
2318,29,41,11/09/2011,Norwich,West Brom,0,1,A,0,1,A,M Halsey,17,14,5,9,10,11,1,3,1,2,0,0,2.5,3.25,2.88
2319,32,28,12/09/2011,QPR,Newcastle,0,0,D,0,0,D,P Dowd,14,8,5,3,10,15,6,4,1,3,0,0,2.4,3.25,3.0
2320,2,28,17/09/2011,Aston Villa,Newcastle,1,1,D,1,0,H,N Swarbrick,10,21,2,13,13,10,4,9,1,1,0,0,1.91,3.4,4.2
2321,4,1,17/09/2011,Blackburn,Arsenal,4,3,H,1,2,A,A Marriner,10,24,5,16,14,9,2,13,2,1,0,0,4.2,3.4,1.91
2322,6,29,17/09/2011,Bolton,Norwich,1,2,A,0,2,A,H Webb,7,11,7,5,8,8,6,9,3,1,1,0,1.8,3.6,4.6
2323,16,43,17/09/2011,Everton,Wigan,3,1,H,1,1,D,P Walton,17,9,10,4,14,8,4,9,2,1,0,0,1.5,4.0,7.0
2324,38,41,17/09/2011,Swansea,West Brom,3,0,H,2,0,H,M Atkinson,7,13,5,8,4,9,2,8,1,2,0,0,2.63,3.2,2.75
2325,44,32,17/09/2011,Wolves,QPR,0,3,A,0,2,A,A Taylor,13,17,6,12,15,13,4,8,2,3,0,0,1.91,3.4,4.2
2326,17,25,18/09/2011,Fulham,Man City,2,2,D,0,1,A,M Clattenburg,14,18,11,11,10,9,6,9,1,1,0,0,6.5,3.8,1.57
2327,26,13,18/09/2011,Man United,Chelsea,3,1,H,3,0,H,P Dowd,12,20,7,9,11,12,4,10,2,3,0,0,1.83,3.5,4.5
2328,37,36,18/09/2011,Sunderland,Stoke,4,0,H,3,0,H,K Friend,8,9,7,5,15,12,6,5,1,2,0,0,2.4,3.2,3.1
2329,39,23,18/09/2011,Tottenham,Liverpool,4,0,H,1,0,H,M Jones,24,5,16,2,10,9,4,1,1,4,0,2,2.63,3.4,2.63
2330,1,6,24/09/2011,Arsenal,Bolton,3,0,H,0,0,D,M Clattenburg,23,3,14,3,7,9,9,2,0,1,0,1,1.44,4.5,7.0
2331,13,38,24/09/2011,Chelsea,Swansea,4,1,H,2,0,H,M Dean,15,5,7,4,15,11,1,6,3,3,1,0,1.2,6.5,15.0
2332,23,44,24/09/2011,Liverpool,Wolves,2,1,H,2,0,H,K Friend,14,11,6,6,15,6,7,2,3,4,0,0,1.36,4.5,10.0
2333,25,16,24/09/2011,Man City,Everton,2,0,H,0,0,D,H Webb,18,7,8,3,9,13,7,5,1,5,0,0,1.44,4.33,7.5
2334,28,4,24/09/2011,Newcastle,Blackburn,3,1,H,2,1,H,M Atkinson,19,4,8,1,6,16,4,2,0,4,0,1,1.83,3.5,4.5
2335,36,26,24/09/2011,Stoke,Man United,1,1,D,0,1,A,P Walton,14,13,8,9,10,3,8,8,1,0,0,0,6.5,4.0,1.53
2336,41,17,24/09/2011,West Brom,Fulham,0,0,D,0,0,D,S Attwell,8,18,5,9,6,14,1,1,0,3,0,0,2.3,3.25,3.25
2337,43,39,24/09/2011,Wigan,Tottenham,1,2,A,0,2,A,J Moss,5,14,4,7,13,6,1,9,3,1,1,0,4.0,3.5,1.91
2338,32,2,25/09/2011,QPR,Aston Villa,1,1,D,0,0,D,M Oliver,17,8,9,4,14,19,11,8,1,6,1,0,2.3,3.25,3.2
2339,29,37,26/09/2011,Norwich,Sunderland,2,1,H,1,0,H,C Foy,11,12,8,6,3,7,7,4,2,1,0,0,2.5,3.4,2.8
2340,2,43,01/10/2011,Aston Villa,Wigan,2,0,H,1,0,H,M Clattenburg,16,14,10,9,12,6,5,10,0,1,0,0,1.62,3.75,6.0
2341,4,25,01/10/2011,Blackburn,Man City,0,4,A,0,0,D,P Dowd,5,19,4,12,9,14,4,5,1,1,0,0,6.5,3.75,1.57
2342,16,23,01/10/2011,Everton,Liverpool,0,2,A,0,0,D,M Atkinson,12,15,4,9,15,9,5,9,1,1,1,0,3.1,3.2,2.4
2343,26,29,01/10/2011,Man United,Norwich,2,0,H,0,0,D,S Attwell,17,13,9,6,9,6,10,3,1,0,0,0,1.17,7.0,17.0
2344,37,41,01/10/2011,Sunderland,West Brom,2,2,D,2,2,D,L Mason,12,7,7,3,9,13,7,4,2,0,0,0,2.25,3.4,3.2
2345,44,28,01/10/2011,Wolves,Newcastle,1,2,A,0,2,A,M Halsey,25,10,12,6,7,10,10,5,1,2,0,0,2.5,3.25,2.88
2346,6,13,02/10/2011,Bolton,Chelsea,1,5,A,0,4,A,P Walton,14,21,10,14,10,11,4,5,1,2,0,0,6.5,4.0,1.53
2347,17,32,02/10/2011,Fulham,QPR,6,0,H,3,0,H,A Marriner,19,17,13,10,10,7,4,4,2,3,0,0,2.0,3.3,4.0
2348,38,36,02/10/2011,Swansea,Stoke,2,0,H,1,0,H,M Jones,9,11,5,6,14,18,6,5,3,5,0,0,2.63,3.25,2.75
2349,39,1,02/10/2011,Tottenham,Arsenal,2,1,H,1,0,H,M Dean,16,13,8,7,11,8,9,7,2,1,0,0,2.1,3.4,3.5
2350,13,16,15/10/2011,Chelsea,Everton,3,1,H,2,0,H,M Jones,7,9,5,5,13,11,2,2,2,2,0,0,1.36,4.5,10.0
2351,23,26,15/10/2011,Liverpool,Man United,1,1,D,0,0,D,A Marriner,14,10,8,3,8,11,8,3,1,3,0,0,3.0,3.3,2.4
2352,25,2,15/10/2011,Man City,Aston Villa,4,1,H,1,0,H,A Taylor,15,8,10,6,10,6,5,1,1,1,0,0,1.33,5.0,10.0
2353,29,38,15/10/2011,Norwich,Swansea,3,1,H,2,1,H,J Moss,15,12,8,4,6,5,4,4,0,1,0,0,2.2,3.3,3.4
2354,32,4,15/10/2011,QPR,Blackburn,1,1,D,1,1,D,M Clattenburg,12,10,6,9,10,13,5,7,3,2,0,0,1.83,3.5,4.5
2355,36,17,15/10/2011,Stoke,Fulham,2,0,H,0,0,D,M Atkinson,14,4,6,1,14,15,5,2,4,4,0,0,2.2,3.2,3.5
2356,43,6,15/10/2011,Wigan,Bolton,1,3,A,1,2,A,M Dean,13,14,9,11,16,14,5,4,4,4,0,0,2.3,3.3,3.2
2357,1,37,16/10/2011,Arsenal,Sunderland,2,1,H,1,1,D,H Webb,20,8,11,4,9,19,9,2,3,3,0,0,1.44,4.33,7.5
2358,28,39,16/10/2011,Newcastle,Tottenham,2,2,D,0,1,A,L Probert,12,11,7,8,11,15,5,2,1,2,0,0,3.0,3.3,2.4
2359,41,44,16/10/2011,West Brom,Wolves,2,0,H,1,0,H,C Foy,17,13,11,10,14,12,2,11,0,1,0,0,2.0,3.3,4.0
2360,2,41,22/10/2011,Aston Villa,West Brom,1,2,A,1,1,D,P Dowd,3,8,0,5,11,8,3,8,2,3,1,0,2.0,3.3,4.0
2361,6,37,22/10/2011,Bolton,Sunderland,0,2,A,0,0,D,M Jones,15,18,8,10,15,14,2,11,0,3,0,0,2.2,3.2,3.5
2362,23,29,22/10/2011,Liverpool,Norwich,1,1,D,1,0,H,P Walton,25,12,15,10,6,8,10,3,0,1,0,0,1.29,5.5,11.0
2363,28,43,22/10/2011,Newcastle,Wigan,1,0,H,0,0,D,N Swarbrick,13,12,10,5,7,22,7,3,3,2,0,0,1.57,3.8,6.5
2364,44,38,22/10/2011,Wolves,Swansea,2,2,D,0,2,A,M Oliver,20,16,13,14,14,11,8,13,2,0,0,0,2.0,3.4,3.8
2365,1,36,23/10/2011,Arsenal,Stoke,3,1,H,1,1,D,L Mason,9,5,5,2,9,13,10,1,0,2,0,0,1.53,4.0,6.5
2366,4,39,23/10/2011,Blackburn,Tottenham,1,2,A,1,1,D,S Attwell,19,9,8,7,19,7,8,5,4,1,0,0,4.0,3.5,1.91
2367,17,16,23/10/2011,Fulham,Everton,1,3,A,0,1,A,L Probert,15,11,8,7,12,8,5,1,3,1,0,0,2.25,3.25,3.3
2368,26,25,23/10/2011,Man United,Man City,1,6,A,0,1,A,M Clattenburg,12,19,8,12,15,11,7,4,4,4,1,0,2.0,3.4,3.8
2369,32,13,23/10/2011,QPR,Chelsea,1,0,H,1,0,H,C Foy,8,14,3,7,17,17,0,6,2,7,0,2,9.5,5.0,1.33
2370,13,1,29/10/2011,Chelsea,Arsenal,3,5,A,2,1,H,A Marriner,12,13,10,8,7,18,3,2,2,3,0,0,1.62,4.0,5.5
2371,16,26,29/10/2011,Everton,Man United,0,1,A,0,1,A,M Halsey,18,7,11,6,12,8,4,1,3,0,0,0,4.5,3.6,1.8
2372,25,44,29/10/2011,Man City,Wolves,3,1,H,0,0,D,S Attwell,18,9,9,2,17,5,5,4,2,1,1,0,1.17,7.0,19.0
2373,29,4,29/10/2011,Norwich,Blackburn,3,3,D,0,1,A,A Taylor,13,12,6,7,9,10,6,2,2,1,0,0,1.91,3.6,4.0
2374,37,2,29/10/2011,Sunderland,Aston Villa,2,2,D,1,1,D,C Foy,13,10,8,5,7,13,5,6,1,3,0,0,2.1,3.3,3.6
2375,38,6,29/10/2011,Swansea,Bolton,3,1,H,0,0,D,M Clattenburg,20,8,12,3,9,14,10,2,3,4,0,1,2.1,3.3,3.6
2376,41,23,29/10/2011,West Brom,Liverpool,0,2,A,0,2,A,L Mason,10,17,6,7,12,9,3,10,1,0,0,0,4.0,3.3,2.0
2377,43,17,29/10/2011,Wigan,Fulham,0,2,A,0,1,A,M Jones,18,7,9,5,17,14,9,0,2,5,0,0,2.88,3.25,2.5
2378,39,32,30/10/2011,Tottenham,QPR,3,1,H,2,0,H,H Webb,22,12,13,8,12,14,4,8,0,0,0,0,1.36,4.75,9.0
2379,36,28,31/10/2011,Stoke,Newcastle,1,3,A,0,2,A,M Dean,10,6,4,2,8,14,8,2,0,1,0,0,2.1,3.2,3.8
2380,1,41,05/11/2011,Arsenal,West Brom,3,0,H,2,0,H,M Oliver,12,9,7,4,12,12,4,1,0,0,0,0,1.4,4.5,8.5
2381,2,29,05/11/2011,Aston Villa,Norwich,3,2,H,1,1,D,K Friend,12,9,6,7,11,9,6,6,1,5,0,0,1.83,3.5,4.5
2382,4,13,05/11/2011,Blackburn,Chelsea,0,1,A,0,0,D,M Dean,13,12,8,8,12,10,5,8,4,2,0,0,7.5,4.33,1.44
2383,23,38,05/11/2011,Liverpool,Swansea,0,0,D,0,0,D,P Dowd,18,9,10,3,13,5,11,4,2,1,0,0,1.29,5.5,10.0
2384,26,37,05/11/2011,Man United,Sunderland,1,0,H,1,0,H,L Mason,15,9,9,3,6,14,6,2,0,2,0,0,1.25,5.5,13.0
2385,28,16,05/11/2011,Newcastle,Everton,2,1,H,2,1,H,A Marriner,10,14,6,6,12,15,5,3,2,3,0,0,2.25,3.25,3.3
2386,32,25,05/11/2011,QPR,Man City,2,3,A,1,1,D,M Atkinson,18,16,9,8,5,14,3,1,1,1,0,0,10.0,5.0,1.33
2387,6,36,06/11/2011,Bolton,Stoke,5,0,H,2,0,H,H Webb,20,9,16,6,10,9,12,4,0,1,0,0,2.4,3.3,3.0
2388,17,39,06/11/2011,Fulham,Tottenham,1,3,A,0,2,A,P Walton,26,8,20,8,5,9,11,1,0,1,0,0,3.25,3.3,2.25
2389,44,43,06/11/2011,Wolves,Wigan,3,1,H,1,1,D,L Probert,13,13,12,7,11,13,5,6,2,1,0,0,1.91,3.3,4.33
2390,16,44,19/11/2011,Everton,Wolves,2,1,H,1,1,D,J Moss,13,4,9,1,14,13,9,1,1,2,0,0,1.57,3.75,6.5
2391,25,28,19/11/2011,Man City,Newcastle,3,1,H,2,0,H,C Foy,12,10,9,7,10,7,4,5,0,0,0,0,1.3,5.5,10.0
2392,29,1,19/11/2011,Norwich,Arsenal,1,2,A,1,1,D,P Dowd,7,20,4,14,11,9,1,6,3,0,0,0,5.5,3.6,1.67
2393,36,32,19/11/2011,Stoke,QPR,2,3,A,1,2,A,M Jones,17,9,7,8,17,10,9,5,4,2,0,0,1.83,3.5,4.5
2394,37,17,19/11/2011,Sunderland,Fulham,0,0,D,0,0,D,A Taylor,13,13,8,9,8,12,6,7,1,1,0,0,2.3,3.25,3.2
2395,38,26,19/11/2011,Swansea,Man United,0,1,A,0,1,A,M Dean,9,13,6,7,6,9,6,2,0,1,0,0,6.5,4.2,1.5
2396,41,6,19/11/2011,West Brom,Bolton,2,1,H,1,1,D,N Swarbrick,16,8,9,6,12,12,7,5,1,0,0,0,2.0,3.4,3.8
2397,43,4,19/11/2011,Wigan,Blackburn,3,3,D,2,1,H,A Marriner,21,6,11,2,14,13,7,3,2,3,0,1,2.5,3.25,2.88
2398,13,23,20/11/2011,Chelsea,Liverpool,1,2,A,0,1,A,L Probert,18,9,5,3,13,11,6,5,3,2,0,0,1.83,3.5,4.5
2399,39,2,21/11/2011,Tottenham,Aston Villa,2,0,H,2,0,H,M Halsey,20,5,9,1,4,5,11,3,0,2,0,0,1.57,4.0,6.0
2400,1,17,26/11/2011,Arsenal,Fulham,1,1,D,0,0,D,M Dean,20,10,12,6,9,7,13,4,1,3,0,0,1.44,4.2,8.0
2401,6,16,26/11/2011,Bolton,Everton,0,2,A,0,0,D,M Oliver,8,17,7,14,9,10,2,4,1,1,1,0,3.1,3.25,2.38
2402,13,44,26/11/2011,Chelsea,Wolves,3,0,H,3,0,H,L Mason,17,7,11,2,10,10,9,2,1,2,0,0,1.22,6.0,15.0
2403,26,28,26/11/2011,Man United,Newcastle,1,1,D,0,0,D,M Jones,23,8,13,6,12,15,11,3,1,4,0,1,1.4,4.5,8.5
2404,29,32,26/11/2011,Norwich,QPR,2,1,H,1,0,H,M Clattenburg,15,13,8,4,15,7,6,4,1,0,0,0,2.1,3.4,3.5
2405,36,4,26/11/2011,Stoke,Blackburn,3,1,H,1,0,H,M Halsey,8,16,5,12,10,5,2,6,0,0,0,0,1.83,3.5,4.5
2406,37,43,26/11/2011,Sunderland,Wigan,1,2,A,1,1,D,K Friend,17,7,11,4,12,13,3,2,3,1,0,0,1.67,3.6,5.5
2407,41,39,26/11/2011,West Brom,Tottenham,1,3,A,1,1,D,L Probert,9,23,5,14,11,13,1,10,2,1,0,0,4.0,3.6,1.91
2408,23,25,27/11/2011,Liverpool,Man City,1,1,D,1,1,D,M Atkinson,17,7,9,3,11,13,8,5,1,4,0,1,2.75,3.2,2.63
2409,38,2,27/11/2011,Swansea,Aston Villa,0,0,D,0,0,D,N Swarbrick,6,9,2,4,9,17,4,6,3,4,0,0,2.2,3.25,3.4
2410,2,26,03/12/2011,Aston Villa,Man United,0,1,A,0,1,A,L Probert,7,11,3,5,4,11,5,5,0,0,0,0,5.0,3.6,1.73
2411,4,38,03/12/2011,Blackburn,Swansea,4,2,H,2,1,H,C Foy,14,10,9,5,12,13,3,4,1,1,0,1,2.1,3.4,3.5
2412,25,29,03/12/2011,Man City,Norwich,5,1,H,1,0,H,H Webb,21,5,16,2,8,7,12,4,0,1,0,0,1.17,7.0,17.0
2413,28,13,03/12/2011,Newcastle,Chelsea,0,3,A,0,1,A,M Dean,16,21,9,13,7,6,6,5,2,3,0,0,3.5,3.4,2.1
2414,32,41,03/12/2011,QPR,West Brom,1,1,D,1,0,H,M Atkinson,14,15,4,10,7,9,3,5,0,3,0,0,2.25,3.3,3.25
2415,39,6,03/12/2011,Tottenham,Bolton,3,0,H,1,0,H,S Attwell,25,13,16,9,10,5,7,6,0,2,0,1,1.3,5.0,12.0
2416,43,1,03/12/2011,Wigan,Arsenal,0,4,A,0,2,A,M Clattenburg,7,16,4,10,8,12,4,5,3,2,0,0,6.0,4.0,1.57
2417,16,36,04/12/2011,Everton,Stoke,0,1,A,0,1,A,L Mason,11,7,4,4,14,13,10,6,0,1,0,0,1.67,3.6,5.5
2418,44,37,04/12/2011,Wolves,Sunderland,2,1,H,0,0,D,P Dowd,15,18,10,12,10,12,8,3,2,3,0,0,2.4,3.3,3.0
2419,17,23,05/12/2011,Fulham,Liverpool,1,0,H,0,0,D,K Friend,19,17,13,9,12,9,2,10,3,1,0,1,3.5,3.4,2.1
2420,1,16,10/12/2011,Arsenal,Everton,1,0,H,0,0,D,H Webb,12,7,7,1,7,14,7,4,2,2,0,0,1.53,4.0,6.5
2421,6,2,10/12/2011,Bolton,Aston Villa,1,2,A,0,2,A,P Dowd,17,17,12,11,10,7,6,10,1,2,0,0,2.5,3.3,2.88
2422,23,32,10/12/2011,Liverpool,QPR,1,0,H,0,0,D,L Mason,21,6,15,2,12,5,17,5,2,0,0,0,1.33,5.0,10.0
2423,26,44,10/12/2011,Man United,Wolves,4,1,H,2,0,H,M Oliver,22,11,18,8,7,8,8,2,1,0,0,0,1.22,6.0,15.0
2424,29,28,10/12/2011,Norwich,Newcastle,4,2,H,1,1,D,M Atkinson,13,11,11,8,9,8,7,2,3,2,0,1,2.4,3.4,2.88
2425,38,17,10/12/2011,Swansea,Fulham,2,0,H,0,0,D,J Moss,16,12,8,7,8,7,6,5,1,1,0,0,2.63,3.25,2.75
2426,41,43,10/12/2011,West Brom,Wigan,1,2,A,1,1,D,M Dean,13,7,8,4,9,7,13,2,1,1,0,0,1.67,3.8,5.25
2427,36,39,11/12/2011,Stoke,Tottenham,2,1,H,2,0,H,C Foy,10,15,7,12,8,7,7,12,2,2,0,1,3.75,3.5,2.0
2428,37,4,11/12/2011,Sunderland,Blackburn,2,1,H,0,1,A,P Walton,22,3,12,2,11,7,9,0,2,2,0,0,1.83,3.5,4.5
2429,13,25,12/12/2011,Chelsea,Man City,2,1,H,1,1,D,M Clattenburg,13,7,7,4,11,18,5,1,4,2,0,1,2.4,3.3,3.0
2430,4,41,17/12/2011,Blackburn,West Brom,1,2,A,0,0,D,M Clattenburg,17,13,14,6,7,10,3,7,1,1,0,0,2.38,3.3,3.0
2431,16,29,17/12/2011,Everton,Norwich,1,1,D,0,1,A,L Probert,28,7,15,1,9,12,13,0,1,1,0,0,1.62,3.75,6.0
2432,17,6,17/12/2011,Fulham,Bolton,2,0,H,2,0,H,C Foy,16,14,9,6,6,11,8,4,1,3,0,0,1.62,3.75,6.0
2433,28,38,17/12/2011,Newcastle,Swansea,0,0,D,0,0,D,L Mason,17,3,6,0,11,11,9,1,1,1,0,0,1.8,3.6,4.5
2434,43,13,17/12/2011,Wigan,Chelsea,1,1,D,0,0,D,M Atkinson,15,10,7,5,8,6,7,5,0,0,0,0,9.0,4.75,1.36
2435,44,36,17/12/2011,Wolves,Stoke,1,2,A,1,0,H,A Taylor,10,8,5,4,8,11,7,5,2,4,0,0,2.5,3.25,2.88
2436,2,23,18/12/2011,Aston Villa,Liverpool,0,2,A,0,2,A,P Walton,16,19,8,12,5,14,4,10,1,2,0,0,4.2,3.4,1.91
2437,25,1,18/12/2011,Man City,Arsenal,1,0,H,0,0,D,P Dowd,15,12,9,8,13,10,4,6,2,3,0,0,1.73,3.75,4.5
2438,32,26,18/12/2011,QPR,Man United,0,2,A,0,1,A,H Webb,11,19,3,12,5,7,5,10,1,2,0,0,7.5,4.33,1.44
2439,39,37,18/12/2011,Tottenham,Sunderland,1,0,H,0,0,D,M Dean,16,8,12,4,6,8,6,0,1,2,0,0,1.36,4.75,9.0
2440,4,6,20/12/2011,Blackburn,Bolton,1,2,A,0,2,A,M Atkinson,17,8,7,5,10,7,5,9,3,0,0,0,2.1,3.4,3.5
2441,44,29,20/12/2011,Wolves,Norwich,2,2,D,1,1,D,C Foy,18,18,9,14,5,11,4,6,2,2,0,0,2.0,3.5,3.75
2442,2,1,21/12/2011,Aston Villa,Arsenal,1,2,A,0,1,A,J Moss,10,8,4,6,10,8,7,15,2,3,1,0,5.0,3.6,1.73
2443,16,38,21/12/2011,Everton,Swansea,1,0,H,0,0,D,K Friend,13,4,6,4,8,13,9,2,1,2,0,0,1.57,3.75,6.5
2444,17,26,21/12/2011,Fulham,Man United,0,5,A,0,3,A,M Halsey,13,14,8,12,7,8,3,10,1,0,0,0,5.0,3.6,1.73
2445,25,36,21/12/2011,Man City,Stoke,3,0,H,2,0,H,M Dean,20,2,16,0,7,5,5,2,2,1,0,0,1.22,6.0,15.0
2446,28,41,21/12/2011,Newcastle,West Brom,2,3,A,1,2,A,A Taylor,21,14,11,8,9,10,10,1,1,0,0,0,2.0,3.5,3.75
2447,32,37,21/12/2011,QPR,Sunderland,2,3,A,0,1,A,A Marriner,17,17,9,13,10,11,8,11,2,2,0,0,2.5,3.3,2.88
2448,43,23,21/12/2011,Wigan,Liverpool,0,0,D,0,0,D,M Oliver,15,18,10,10,16,12,7,14,1,2,0,0,7.0,4.0,1.5
2449,39,13,22/12/2011,Tottenham,Chelsea,1,1,D,1,1,D,H Webb,16,20,10,10,14,8,7,4,2,2,0,0,2.6,3.4,2.7
2450,6,28,26/12/2011,Bolton,Newcastle,0,2,A,0,0,D,P Walton,4,12,3,7,9,11,4,4,1,1,0,0,2.5,3.4,2.8
2451,13,17,26/12/2011,Chelsea,Fulham,1,1,D,0,0,D,K Friend,24,9,15,6,10,12,9,3,1,1,0,0,1.3,5.0,12.0
2452,23,4,26/12/2011,Liverpool,Blackburn,1,1,D,0,1,A,M Jones,28,5,13,2,5,15,9,2,1,0,0,0,1.25,5.5,13.0
2453,26,43,26/12/2011,Man United,Wigan,5,0,H,2,0,H,P Dowd,17,9,9,5,12,10,10,2,2,1,0,1,1.14,7.5,21.0
2454,36,2,26/12/2011,Stoke,Aston Villa,0,0,D,0,0,D,M Clattenburg,7,10,2,4,13,10,7,7,3,0,0,0,1.91,3.4,4.2
2455,37,16,26/12/2011,Sunderland,Everton,1,1,D,1,0,H,H Webb,12,9,8,3,6,14,5,6,0,1,0,0,2.4,3.25,3.0
