TeamId,Rank,Team,Season,MatchesPlayed,Wins,Draws,Losses,Points,GoalsScored,GoalsConceded,GoalDifference,TotalHS,PerGameHS,TotalAS,PerGameAS,TotalHST,PerGameHST,TotalAST,PerGameAST,TotalHC,PerGameHC,TotalAC,PerGameAC,TotalHF,PerGameHF,TotalAF,PerGameAF,TotalHY,PerGameHY,TotalAY,PerGameAY,TotalHR,PerGameHR,TotalAR,PerGameAR
25,1,Man City,2020/2021,38,27,5,6,86.0,83.0,32.0,51.0,473.0,12.447368421052632,416.0,10.947368421052632,167.0,4.394736842105263,152.0,4.0,199.0,5.2368421052631575,160.0,4.2105263157894735,393.0,10.342105263157896,357.0,9.394736842105264,53.0,1.394736842105263,52.0,1.368421052631579,1.0,0.02631578947368421,3.0,0.07894736842105263
26,2,Man United,2020/2021,38,21,11,6,74.0,73.0,44.0,29.0,514.0,13.526315789473685,425.0,11.18421052631579,179.0,4.7105263157894735,173.0,4.552631578947368,199.0,5.2368421052631575,161.0,4.2368421052631575,447.0,11.763157894736842,416.0,10.947368421052632,75.0,1.9736842105263157,51.0,1.3421052631578947,2.0,0.05263157894736842,2.0,0.05263157894736842
23,3,Liverpool,2020/2021,38,20,9,9,69.0,68.0,42.0,26.0,492.0,12.947368421052632,449.0,11.81578947368421,180.0,4.7368421052631575,178.0,4.684210526315789,215.0,5.657894736842105,167.0,4.394736842105263,397.0,10.447368421052632,354.0,9.31578947368421,50.0,1.3157894736842106,46.0,1.2105263157894737,2.0,0.05263157894736842,0.0,0.0
13,4,Chelsea,2020/2021,38,19,10,9,67.0,58.0,36.0,22.0,451.0,11.868421052631579,443.0,11.657894736842104,168.0,4.421052631578948,150.0,3.9473684210526314,198.0,5.2105263157894735,189.0,4.973684210526316,421.0,11.078947368421053,389.0,10.236842105263158,51.0,1.3421052631578947,50.0,1.3157894736842106,4.0,0.10526315789473684,2.0,0.05263157894736842
22,5,Leicester,2020/2021,38,20,6,12,66.0,68.0,50.0,18.0,427.0,11.236842105263158,426.0,11.210526315789474,157.0,4.131578947368421,167.0,4.394736842105263,208.0,5.473684210526316,187.0,4.921052631578948,441.0,11.605263157894736,415.0,10.921052631578947,46.0,1.2105263157894737,75.0,1.9736842105263157,1.0,0.02631578947368421,0.0,0.0
42,6,West Ham,2020/2021,38,19,8,11,65.0,62.0,47.0,15.0,430.0,11.31578947368421,502.0,13.210526315789474,155.0,4.078947368421052,162.0,4.2631578947368425,173.0,4.552631578947368,179.0,4.7105263157894735,388.0,10.210526315789474,353.0,9.289473684210526,47.0,1.236842105263158,51.0,1.3421052631578947,1.0,0.02631578947368421,3.0,0.07894736842105263
39,7,Tottenham,2020/2021,38,18,8,12,62.0,68.0,45.0,23.0,483.0,12.710526315789474,449.0,11.81578947368421,196.0,5.157894736842105,138.0,3.6315789473684212,194.0,5.105263157894737,175.0,4.605263157894737,493.0,12.973684210526315,440.0,11.578947368421053,64.0,1.6842105263157894,66.0,1.736842105263158,2.0,0.05263157894736842,1.0,0.02631578947368421
1,8,Arsenal,2020/2021,38,18,7,13,61.0,55.0,39.0,16.0,458.0,12.052631578947368,417.0,10.973684210526315,155.0,4.078947368421052,129.0,3.3947368421052633,200.0,5.2631578947368425,174.0,4.578947368421052,397.0,10.447368421052632,369.0,9.710526315789474,56.0,1.4736842105263157,63.0,1.6578947368421053,3.0,0.07894736842105263,4.0,0.10526315789473684
16,9,Everton,2020/2021,38,17,8,13,59.0,47.0,48.0,-1.0,473.0,12.447368421052632,431.0,11.342105263157896,157.0,4.131578947368421,154.0,4.052631578947368,212.0,5.578947368421052,182.0,4.7894736842105265,400.0,10.526315789473685,395.0,10.394736842105264,57.0,1.5,67.0,1.763157894736842,1.0,0.02631578947368421,2.0,0.05263157894736842
21,10,Leeds,2020/2021,38,18,5,15,59.0,62.0,54.0,8.0,588.0,15.473684210526315,492.0,12.947368421052632,221.0,5.815789473684211,179.0,4.7105263157894735,236.0,6.2105263157894735,207.0,5.447368421052632,444.0,11.68421052631579,415.0,10.921052631578947,52.0,1.368421052631579,56.0,1.4736842105263157,1.0,0.02631578947368421,2.0,0.05263157894736842
