TeamId,Team,Season,MatchesPlayed,Wins,Draws,Losses,Points,AvgB365H,AvgB365D,AvgB365A,AvgB365Overall,TotalHS,PerGameHS,TotalAS,PerGameAS,TotalHST,PerGameHST,TotalAST,PerGameAST,TotalHC,PerGameHC,TotalAC,PerGameAC,TotalHF,PerGameHF,TotalAF,PerGameAF,TotalHY,PerGameHY,TotalAY,PerGameAY,TotalHR,PerGameHR,TotalAR,PerGameAR
15,Chelsea,2014/15,38,26,9,3,87.0,3.703684210526316,4.9173684210526325,6.6439473684210535,5.088333333333334,547.0,14.394736842105264,432.0,11.368421052631579,193.0,5.078947368421052,141.0,3.710526315789474,225.0,5.921052631578948,164.0,4.315789473684211,425.0,11.18421052631579,405.0,10.657894736842104,76.0,2.0,83.0,2.1842105263157894,5.0,0.13157894736842105,6.0,0.15789473684210525
20,Man City,2014/15,38,24,7,7,79.0,3.331578947368421,4.948157894736841,6.1499999999999995,4.809912280701753,581.0,15.289473684210526,475.0,12.5,206.0,5.421052631578948,151.0,3.973684210526316,252.0,6.631578947368421,176.0,4.631578947368421,402.0,10.578947368421053,355.0,9.342105263157896,57.0,1.5,76.0,2.0,1.0,0.02631578947368421,4.0,0.10526315789473684
12,Arsenal,2014/15,38,22,9,7,75.0,2.86,4.360789473684211,5.466052631578947,4.228947368421053,596.0,15.68421052631579,423.0,11.131578947368421,215.0,5.657894736842105,143.0,3.763157894736842,256.0,6.7368421052631575,170.0,4.473684210526316,402.0,10.578947368421053,416.0,10.947368421052632,68.0,1.7894736842105263,77.0,2.026315789473684,2.0,0.05263157894736842,3.0,0.07894736842105263
11,Man United,2014/15,38,20,10,8,70.0,2.8297368421052633,4.265789473684211,5.092368421052632,4.062631578947369,512.0,13.473684210526315,376.0,9.894736842105264,184.0,4.842105263157895,135.0,3.5526315789473686,205.0,5.394736842105263,180.0,4.7368421052631575,416.0,10.947368421052632,453.0,11.921052631578947,64.0,1.6842105263157894,75.0,1.9736842105263157,3.0,0.07894736842105263,6.0,0.15789473684210525
6,Tottenham,2014/15,38,19,7,12,64.0,2.549210526315789,3.817894736842105,4.056842105263159,3.4746491228070178,566.0,14.894736842105264,447.0,11.763157894736842,183.0,4.815789473684211,161.0,4.2368421052631575,230.0,6.052631578947368,204.0,5.368421052631579,424.0,11.157894736842104,409.0,10.763157894736842,76.0,2.0,79.0,2.0789473684210527,4.0,0.10526315789473684,4.0,0.10526315789473684
3,Liverpool,2014/15,38,18,8,12,62.0,2.6992105263157895,4.057894736842105,4.57421052631579,3.7771052631578947,556.0,14.631578947368421,449.0,11.81578947368421,186.0,4.894736842105263,151.0,3.973684210526316,218.0,5.7368421052631575,179.0,4.7105263157894735,423.0,11.131578947368421,450.0,11.842105263157896,66.0,1.736842105263158,80.0,2.1052631578947367,4.0,0.10526315789473684,3.0,0.07894736842105263
13,Southampton,2014/15,38,18,6,14,60.0,2.5952631578947365,3.7697368421052633,4.263684210526317,3.5428947368421055,500.0,13.157894736842104,390.0,10.263157894736842,161.0,4.2368421052631575,123.0,3.236842105263158,207.0,5.447368421052632,164.0,4.315789473684211,452.0,11.894736842105264,433.0,11.394736842105264,45.0,1.1842105263157894,64.0,1.6842105263157894,3.0,0.07894736842105263,3.0,0.07894736842105263
30,Swansea,2014/15,38,16,8,14,56.0,2.440789473684211,3.777631578947368,4.402894736842105,3.540438596491228,556.0,14.631578947368421,418.0,11.0,195.0,5.131578947368421,144.0,3.789473684210526,204.0,5.368421052631579,157.0,4.131578947368421,441.0,11.605263157894736,449.0,11.81578947368421,52.0,1.368421052631579,75.0,1.9736842105263157,2.0,0.05263157894736842,6.0,0.15789473684210525
28,Stoke,2014/15,38,15,9,14,54.0,2.497105263157895,3.7302631578947376,4.3881578947368425,3.538508771929825,552.0,14.526315789473685,403.0,10.605263157894736,150.0,3.9473684210526314,129.0,3.3947368421052633,244.0,6.421052631578948,181.0,4.7631578947368425,447.0,11.763157894736842,467.0,12.289473684210526,61.0,1.605263157894737,83.0,2.1842105263157894,3.0,0.07894736842105263,3.0,0.07894736842105263
2,Crystal Palace,2014/15,38,13,9,16,48.0,2.5673684210526315,3.8644736842105263,4.590526315789473,3.6741228070175436,554.0,14.578947368421053,409.0,10.763157894736842,153.0,4.026315789473684,137.0,3.6052631578947367,251.0,6.605263157894737,184.0,4.842105263157895,487.0,12.81578947368421,491.0,12.921052631578947,58.0,1.5263157894736843,72.0,1.894736842105263,2.0,0.05263157894736842,3.0,0.07894736842105263
4,West Ham,2014/15,38,12,11,15,47.0,2.4978947368421047,3.8342105263157893,4.162631578947369,3.498245614035088,615.0,16.18421052631579,459.0,12.078947368421053,187.0,4.921052631578948,144.0,3.789473684210526,235.0,6.184210526315789,217.0,5.7105263157894735,397.0,10.447368421052632,463.0,12.18421052631579,55.0,1.4473684210526316,67.0,1.763157894736842,2.0,0.05263157894736842,7.0,0.18421052631578946
9,Everton,2014/15,38,12,11,15,47.0,2.4963157894736843,3.745526315789475,4.143684210526316,3.4618421052631585,535.0,14.078947368421053,450.0,11.842105263157896,158.0,4.157894736842105,136.0,3.5789473684210527,221.0,5.815789473684211,175.0,4.605263157894737,422.0,11.105263157894736,436.0,11.473684210526315,69.0,1.8157894736842106,79.0,2.0789473684210527,0.0,0.0,5.0,0.13157894736842105
5,West Brom,2014/15,38,11,11,16,44.0,2.5147368421052634,3.7771052631578947,4.288684210526315,3.526842105263158,560.0,14.736842105263158,395.0,10.394736842105264,188.0,4.947368421052632,128.0,3.3684210526315788,213.0,5.605263157894737,146.0,3.8421052631578947,397.0,10.447368421052632,445.0,11.710526315789474,57.0,1.5,56.0,1.4736842105263157,1.0,0.02631578947368421,4.0,0.10526315789473684
16,Leicester,2014/15,38,11,8,19,41.0,2.5476315789473682,3.96921052631579,4.651578947368421,3.7228070175438597,592.0,15.578947368421053,417.0,10.973684210526315,184.0,4.842105263157895,126.0,3.3157894736842106,254.0,6.684210526315789,191.0,5.026315789473684,430.0,11.31578947368421,408.0,10.736842105263158,47.0,1.236842105263158,57.0,1.5,3.0,0.07894736842105263,7.0,0.18421052631578946
14,Newcastle,2014/15,38,10,9,19,39.0,2.559473684210526,3.850263157894736,4.365,3.5915789473684208,504.0,13.263157894736842,406.0,10.68421052631579,168.0,4.421052631578948,138.0,3.6315789473684212,237.0,6.2368421052631575,168.0,4.421052631578948,439.0,11.552631578947368,456.0,12.0,70.0,1.8421052631578947,88.0,2.3157894736842106,1.0,0.02631578947368421,6.0,0.15789473684210525
29,Sunderland,2014/15,38,7,17,14,38.0,2.8010526315789472,3.8184210526315794,4.305789473684211,3.641754385964912,574.0,15.105263157894736,454.0,11.947368421052632,175.0,4.605263157894737,151.0,3.973684210526316,253.0,6.657894736842105,152.0,4.0,440.0,11.578947368421053,460.0,12.105263157894736,75.0,1.9736842105263157,87.0,2.289473684210526,3.0,0.07894736842105263,3.0,0.07894736842105263
17,Aston Villa,2014/15,38,10,8,20,38.0,2.773947368421053,3.9276315789473686,4.7026315789473685,3.80140350877193,486.0,12.789473684210526,406.0,10.68421052631579,154.0,4.052631578947368,143.0,3.763157894736842,201.0,5.2894736842105265,186.0,4.894736842105263,428.0,11.263157894736842,414.0,10.894736842105264,53.0,1.394736842105263,83.0,2.1842105263157894,5.0,0.13157894736842105,5.0,0.13157894736842105
34,Hull,2014/15,38,8,11,19,35.0,2.5768421052631574,3.8936842105263167,4.778684210526315,3.749736842105263,514.0,13.526315789473685,414.0,10.894736842105264,161.0,4.2368421052631575,127.0,3.3421052631578947,211.0,5.552631578947368,180.0,4.7368421052631575,423.0,11.131578947368421,450.0,11.842105263157896,67.0,1.763157894736842,77.0,2.026315789473684,3.0,0.07894736842105263,7.0,0.18421052631578946
19,Burnley,2014/15,38,7,12,19,33.0,2.85,4.088947368421053,4.953157894736842,3.964035087719298,569.0,14.973684210526315,449.0,11.81578947368421,178.0,4.684210526315789,134.0,3.526315789473684,242.0,6.368421052631579,168.0,4.421052631578948,429.0,11.289473684210526,397.0,10.447368421052632,64.0,1.6842105263157894,65.0,1.7105263157894737,2.0,0.05263157894736842,2.0,0.05263157894736842
26,QPR,2014/15,38,8,6,24,30.0,2.814473684210526,4.160789473684211,5.105263157894737,4.026842105263158,645.0,16.973684210526315,506.0,13.31578947368421,211.0,5.552631578947368,156.0,4.105263157894737,225.0,5.921052631578948,198.0,5.2105263157894735,422.0,11.105263157894736,441.0,11.605263157894736,58.0,1.5263157894736843,67.0,1.763157894736842,3.0,0.07894736842105263,3.0,0.07894736842105263
