TeamId,Rank,Team,Season,MatchesPlayed,Wins,Draws,Losses,Points,GoalsScored,GoalsConceded,GoalDifference,TotalHS,PerGameHS,TotalAS,PerGameAS,TotalHST,PerGameHST,TotalAST,PerGameAST,TotalHC,PerGameHC,TotalAC,PerGameAC,TotalHF,PerGameHF,TotalAF,PerGameAF,TotalHY,PerGameHY,TotalAY,PerGameAY,TotalHR,PerGameHR,TotalAR,PerGameAR
13.0,1,Chelsea,2014/2015,38,26,9,3,87.0,73.0,32.0,41.0,547.0,14.394736842105264,432.0,11.368421052631579,193.0,5.078947368421052,141.0,3.710526315789474,225.0,5.921052631578948,164.0,4.315789473684211,425.0,11.18421052631579,405.0,10.657894736842104,76.0,2.0,83.0,2.1842105263157894,5.0,0.13157894736842105,6.0,0.15789473684210525
25.0,2,Man City,2014/2015,38,24,7,7,79.0,83.0,38.0,45.0,581.0,15.289473684210526,475.0,12.5,206.0,5.421052631578948,151.0,3.973684210526316,252.0,6.631578947368421,176.0,4.631578947368421,402.0,10.578947368421053,355.0,9.342105263157896,57.0,1.5,76.0,2.0,1.0,0.02631578947368421,4.0,0.10526315789473684
1.0,3,Arsenal,2014/2015,38,22,9,7,75.0,71.0,36.0,35.0,596.0,15.68421052631579,423.0,11.131578947368421,215.0,5.657894736842105,143.0,3.763157894736842,256.0,6.7368421052631575,170.0,4.473684210526316,402.0,10.578947368421053,416.0,10.947368421052632,68.0,1.7894736842105263,77.0,2.026315789473684,2.0,0.05263157894736842,3.0,0.07894736842105263
26.0,4,Man United,2014/2015,38,20,10,8,70.0,62.0,37.0,25.0,512.0,13.473684210526315,376.0,9.894736842105264,184.0,4.842105263157895,135.0,3.5526315789473686,205.0,5.394736842105263,180.0,4.7368421052631575,416.0,10.947368421052632,453.0,11.921052631578947,64.0,1.6842105263157894,75.0,1.9736842105263157,3.0,0.07894736842105263,6.0,0.15789473684210525
39.0,5,Tottenham,2014/2015,38,19,7,12,64.0,58.0,53.0,5.0,566.0,14.894736842105264,447.0,11.763157894736842,183.0,4.815789473684211,161.0,4.2368421052631575,230.0,6.052631578947368,204.0,5.368421052631579,424.0,11.157894736842104,409.0,10.763157894736842,76.0,2.0,79.0,2.0789473684210527,4.0,0.10526315789473684,4.0,0.10526315789473684
23.0,6,Liverpool,2014/2015,38,18,8,12,62.0,52.0,48.0,4.0,556.0,14.631578947368421,449.0,11.81578947368421,186.0,4.894736842105263,151.0,3.973684210526316,218.0,5.7368421052631575,179.0,4.7105263157894735,423.0,11.131578947368421,450.0,11.842105263157896,66.0,1.736842105263158,80.0,2.1052631578947367,4.0,0.10526315789473684,3.0,0.07894736842105263
35.0,7,Southampton,2014/2015,38,18,6,14,60.0,54.0,33.0,21.0,500.0,13.157894736842104,390.0,10.263157894736842,161.0,4.2368421052631575,123.0,3.236842105263158,207.0,5.447368421052632,164.0,4.315789473684211,452.0,11.894736842105264,433.0,11.394736842105264,45.0,1.1842105263157894,64.0,1.6842105263157894,3.0,0.07894736842105263,3.0,0.07894736842105263
38.0,8,Swansea,2014/2015,38,16,8,14,56.0,46.0,49.0,-3.0,556.0,14.631578947368421,418.0,11.0,195.0,5.131578947368421,144.0,3.789473684210526,204.0,5.368421052631579,157.0,4.131578947368421,441.0,11.605263157894736,449.0,11.81578947368421,52.0,1.368421052631579,75.0,1.9736842105263157,2.0,0.05263157894736842,6.0,0.15789473684210525
36.0,9,Stoke,2014/2015,38,15,9,14,54.0,48.0,45.0,3.0,552.0,14.526315789473685,403.0,10.605263157894736,150.0,3.9473684210526314,129.0,3.3947368421052633,244.0,6.421052631578948,181.0,4.7631578947368425,447.0,11.763157894736842,467.0,12.289473684210526,61.0,1.605263157894737,83.0,2.1842105263157894,3.0,0.07894736842105263,3.0,0.07894736842105263
14.0,10,Crystal Palace,2014/2015,38,13,9,16,48.0,47.0,51.0,-4.0,554.0,14.578947368421053,409.0,10.763157894736842,153.0,4.026315789473684,137.0,3.6052631578947367,251.0,6.605263157894737,184.0,4.842105263157895,487.0,12.81578947368421,491.0,12.921052631578947,58.0,1.5263157894736843,72.0,1.894736842105263,2.0,0.05263157894736842,3.0,0.07894736842105263
16.0,12,Everton,2014/2015,38,12,11,15,47.0,48.0,50.0,-2.0,535.0,14.078947368421053,450.0,11.842105263157896,158.0,4.157894736842105,136.0,3.5789473684210527,221.0,5.815789473684211,175.0,4.605263157894737,422.0,11.105263157894736,436.0,11.473684210526315,69.0,1.8157894736842106,79.0,2.0789473684210527,0.0,0.0,5.0,0.13157894736842105
