TeamId,Rank,Team,Season,MatchesPlayed,Wins,Draws,Losses,Points,GoalsScored,GoalsConceded,GoalDifference,TotalHS,PerGameHS,TotalAS,PerGameAS,TotalHST,PerGameHST,TotalAST,PerGameAST,TotalHC,PerGameHC,TotalAC,PerGameAC,TotalHF,PerGameHF,TotalAF,PerGameAF,TotalHY,PerGameHY,TotalAY,PerGameAY,TotalHR,PerGameHR,TotalAR,PerGameAR
1,1,Arsenal,2025/2026,9,7,1,1,22.0,16.0,3.0,13.0,125.0,13.88888888888889,80.0,8.88888888888889,34.0,3.7777777777777777,22.0,2.4444444444444446,52.0,5.777777777777778,48.0,5.333333333333333,83.0,9.222222222222221,99.0,11.0,7.0,0.7777777777777778,14.0,1.5555555555555556,0.0,0.0,0.0,0.0
7,2,Bournemouth,2025/2026,9,5,3,1,18.0,16.0,11.0,5.0,125.0,13.88888888888889,86.0,9.555555555555555,48.0,5.333333333333333,31.0,3.4444444444444446,46.0,5.111111111111111,40.0,4.444444444444445,105.0,11.666666666666666,105.0,11.666666666666666,17.0,1.8888888888888888,23.0,2.5555555555555554,0.0,0.0,1.0,0.1111111111111111
37,3,Sunderland,2025/2026,9,5,2,2,17.0,11.0,7.0,4.0,118.0,13.11111111111111,91.0,10.11111111111111,41.0,4.555555555555555,24.0,2.6666666666666665,44.0,4.888888888888889,32.0,3.5555555555555554,93.0,10.333333333333334,86.0,9.555555555555555,12.0,1.3333333333333333,13.0,1.4444444444444444,1.0,0.1111111111111111,0.0,0.0
39,4,Tottenham,2025/2026,9,5,2,2,17.0,17.0,7.0,10.0,97.0,10.777777777777779,104.0,11.555555555555555,31.0,3.4444444444444446,35.0,3.888888888888889,46.0,5.111111111111111,62.0,6.888888888888889,95.0,10.555555555555555,91.0,10.11111111111111,13.0,1.4444444444444444,16.0,1.7777777777777777,1.0,0.1111111111111111,0.0,0.0
25,5,Man City,2025/2026,9,5,1,3,16.0,17.0,7.0,10.0,111.0,12.333333333333334,98.0,10.88888888888889,42.0,4.666666666666667,28.0,3.111111111111111,56.0,6.222222222222222,29.0,3.2222222222222223,86.0,9.555555555555555,94.0,10.444444444444445,10.0,1.1111111111111112,21.0,2.3333333333333335,0.0,0.0,0.0,0.0
26,6,Man United,2025/2026,9,5,1,3,16.0,15.0,14.0,1.0,142.0,15.777777777777779,93.0,10.333333333333334,56.0,6.222222222222222,30.0,3.3333333333333335,42.0,4.666666666666667,35.0,3.888888888888889,88.0,9.777777777777779,109.0,12.11111111111111,8.0,0.8888888888888888,25.0,2.7777777777777777,1.0,0.1111111111111111,1.0,0.1111111111111111
23,7,Liverpool,2025/2026,9,5,0,4,15.0,16.0,14.0,2.0,116.0,12.88888888888889,124.0,13.777777777777779,46.0,5.111111111111111,29.0,3.2222222222222223,45.0,5.0,49.0,5.444444444444445,85.0,9.444444444444445,94.0,10.444444444444445,11.0,1.2222222222222223,21.0,2.3333333333333335,1.0,0.1111111111111111,0.0,0.0
2,8,Aston Villa,2025/2026,9,4,3,2,15.0,9.0,8.0,1.0,101.0,11.222222222222221,100.0,11.11111111111111,32.0,3.5555555555555554,24.0,2.6666666666666665,50.0,5.555555555555555,48.0,5.333333333333333,100.0,11.11111111111111,108.0,12.0,16.0,1.7777777777777777,19.0,2.111111111111111,2.0,0.2222222222222222,0.0,0.0
13,9,Chelsea,2025/2026,9,4,2,3,14.0,17.0,11.0,6.0,115.0,12.777777777777779,107.0,11.88888888888889,39.0,4.333333333333333,36.0,4.0,60.0,6.666666666666667,34.0,3.7777777777777777,100.0,11.11111111111111,115.0,12.777777777777779,13.0,1.4444444444444444,23.0,2.5555555555555554,2.0,0.2222222222222222,2.0,0.2222222222222222
8,11,Brentford,2025/2026,9,4,1,4,13.0,14.0,14.0,0.0,93.0,10.333333333333334,122.0,13.555555555555555,35.0,3.888888888888889,40.0,4.444444444444445,35.0,3.888888888888889,52.0,5.777777777777778,94.0,10.444444444444445,94.0,10.444444444444445,21.0,2.3333333333333335,16.0,1.7777777777777777,0.0,0.0,0.0,0.0
14,10,Crystal Palace,2025/2026,9,3,4,2,13.0,12.0,9.0,3.0,122.0,13.555555555555555,101.0,11.222222222222221,44.0,4.888888888888889,30.0,3.3333333333333335,49.0,5.444444444444445,35.0,3.888888888888889,90.0,10.0,101.0,11.222222222222221,15.0,1.6666666666666667,23.0,2.5555555555555554,0.0,0.0,0.0,0.0
28,12,Newcastle,2025/2026,9,3,3,3,12.0,9.0,8.0,1.0,107.0,11.88888888888889,94.0,10.444444444444445,37.0,4.111111111111111,32.0,3.5555555555555554,57.0,6.333333333333333,38.0,4.222222222222222,101.0,11.222222222222221,119.0,13.222222222222221,9.0,1.0,18.0,2.0,2.0,0.2222222222222222,0.0,0.0
9,13,Brighton,2025/2026,9,3,3,3,12.0,14.0,15.0,-1.0,103.0,11.444444444444445,111.0,12.333333333333334,43.0,4.777777777777778,31.0,3.4444444444444446,31.0,3.4444444444444446,46.0,5.111111111111111,100.0,11.11111111111111,114.0,12.666666666666666,21.0,2.3333333333333335,26.0,2.888888888888889,1.0,0.1111111111111111,0.0,0.0
21,14,Leeds,2025/2026,9,3,2,4,11.0,9.0,14.0,-5.0,122.0,13.555555555555555,83.0,9.222222222222221,38.0,4.222222222222222,26.0,2.888888888888889,36.0,4.0,26.0,2.888888888888889,99.0,11.0,101.0,11.222222222222221,12.0,1.3333333333333333,17.0,1.8888888888888888,0.0,0.0,0.0,0.0
16,15,Everton,2025/2026,9,3,2,4,11.0,9.0,12.0,-3.0,132.0,14.666666666666666,87.0,9.666666666666666,37.0,4.111111111111111,28.0,3.111111111111111,51.0,5.666666666666667,33.0,3.6666666666666665,93.0,10.333333333333334,112.0,12.444444444444445,16.0,1.7777777777777777,21.0,2.3333333333333335,0.0,0.0,0.0,0.0
10,16,Burnley,2025/2026,9,3,1,5,10.0,12.0,17.0,-5.0,119.0,13.222222222222221,117.0,13.0,44.0,4.888888888888889,35.0,3.888888888888889,44.0,4.888888888888889,41.0,4.555555555555555,89.0,9.88888888888889,78.0,8.666666666666666,9.0,1.0,14.0,1.5555555555555556,0.0,0.0,0.0,0.0
17,17,Fulham,2025/2026,9,2,2,5,8.0,9.0,14.0,-5.0,102.0,11.333333333333334,97.0,10.777777777777779,37.0,4.111111111111111,32.0,3.5555555555555554,40.0,4.444444444444445,50.0,5.555555555555555,110.0,12.222222222222221,115.0,12.777777777777779,12.0,1.3333333333333333,16.0,1.7777777777777777,0.0,0.0,0.0,0.0
